"Name","Rank","Authors..Pub..","Publication","Journal","Issue","Page.number","Year","Parent.Taxon","Type","ID","Non.fossil","Original.spelling","Authors..Book.","Book","Volume","Authors..Name.","Fascicle","Annee.Jahrgang","Edition","Diagnosis"
"Sycidiaceae","Family","Peck R. E. ","Late Paleozoic and Early Mesozoic Charophyta [1934/1]","American Journal of Science","157","51","1934","[Order] Sycidiales","[Genus] Sycidium","61B0C2F6-9800-4C2C-961F-ADB77C1611F8",NA,NA,NA,NA,"27",NA,NA,"Series 5",NA,NA
"Sycidiales","Order","Mädler K. ","Charophyten aus dem Nordwestdeutchen Kimmeridge [1952/8]","Geologisches Jahrbuch",NA,"14","1952","[Class] Charophyceae","[Genus] Sycidium","3EB069BB-706C-4CCD-B471-FB9598DEEB54",NA,NA,NA,NA,"67",NA,NA,NA,NA,NA
"Sycidiophyceae","Class","Langer W. ","Neufunde von Sycidium G. Sandberger (nova class., Charophyta?) aus dem Devon der Eifel [1976/11]","Paläontologische Zeitschrift","3-4","217","1976","[Phylum] Charophyta","[Genus] Sycidium","102D50BA-E188-407E-8E22-5B72DD34B518",NA,"Sycidiphyceae",NA,NA,"50",NA,NA,NA,NA,NA
"Symplocaceae","Family",NA,"Not defined (in editing)",NA,NA,"Desfontaine, Mém. Mus. Hist. Nat. Paris 6: 9. 1820",NA,"[Order] Ternstroemiales","[Genus] Symplocos","72038089-618C-4DA0-8F03-B220527C2A1B","Yes","Symploceae",NA,NA,NA,NA,NA,NA,NA,NA
"Syniopteridaceae","Family","Petrescu I. Dragastan O. N. ","Plante Fosile [1981/5]",NA,NA,"326","1981","[Order] Trichopityales","[Genus] Syniopteris","D5AEE583-F967-246D-6DD4-E58012881808",NA,NA,"Petrescu I. Dragastan O. N. ","Plante Fosile",NA,NA,NA,NA,NA,NA
"Syracosphaeraceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,NA,NA,"1ABB5D4C-FDE0-436F-B161-D1791E57B0FD","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taeniaesaccites","Infraturma","Srivastava S. C. Jha N. ","A new monosaccate pollen genus from Kamthi Formation of Godavari graben, Andhara Pradesh, India [1986/7]","Geophytology","2","258","1986","[Subturma] Monosaccites",NA,"4F7DDB4D-0CF4-961F-5D1F-E716366DE58F",NA,NA,NA,NA,"16",NA,NA,NA,NA,NA
"Taeniocradaceae","Family","Geng B.-Y. ","Xiansujueshu----Dian Dongnan Zaonipenshi Yige Xinshu [1985/7]","Acta Botanica Sinica","4","422","1985","[Family] Taeniocradaceae","[Genus] Taeniocrada","5201E997-1058-48CB-818E-701DDF2D3FF3",NA,NA,NA,NA,"27",NA,NA,NA,NA,NA
"Taeniocradaceae","Family","Němejc F. ","Paleobotanika [1963/7]",NA,NA,"111","1963","[Order] Taeniocradales","[Genus] Taeniocrada","E2477061-5A1A-46E9-85FD-97ED27869B6D",NA,NA,"Němejc F. ","Paleobotanika","2",NA,NA,NA,NA,NA
"Taeniocradales","Order","Němejc F. ","Paleobotanika [1963/7]",NA,NA,"111","1963","[Class] Barinophytopsida","[Genus] Taeniocrada","00804C3A-F525-4B1D-B09A-B8B175B53277",NA,NA,"Němejc F. ","Paleobotanika","2",NA,NA,NA,NA,NA
"Taeniocradales","Order","Němejc F. ","The natural systematic of plants in the light of the present palaeontological documents [1950/12]","Sborník Národního Muzea v Praze","3","78","1950","[Class] Rhyniopsida","[Genus] Taeniocrada","E408FDFA-103F-B431-E16B-39BF83110A4A",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA
"Taeniopteridaceae","Family","Schimper W. ","Traité de Paléontologie Végétale [1869/3]",NA,NA,"600","1869","[Family] Wielandiellaceae","[Genus] Taeniopteris","E16C1EEC-0E97-474A-A4F3-588EBE5D8064",NA,"Taeniopterideae","Schimper W. ","Traité de Paléontologie Végétale","1",NA,NA,NA,NA,NA
"Taipingchangellaceae","Family","Yang X.-H. ","Zhongshengdai Bufen [1978/10]",NA,NA,"488","1978","[Order] Dipteridales","[Genus] Taipingchangella","BEBBE3C0-D69F-41FC-2DEF-3642A2DF8052",NA,NA,NA,"Xi'nan diqu gushengwu tuce, Sichuan fence","2",NA,NA,NA,NA,NA
"Taiwaniaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Order] Cunninghamiales","[Genus] Taiwania","CAC67198-AF53-455F-9103-555A572F037C","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Takhtajanodoxaceae","Family","Snigirevskaya N. S. ","Takhtajanodoxa Snig. – novoe zveno v evoljutsii plaunovidnykh [Takhtajanodoxa Snig. – a new link in the evolution of lycopods] [1980/9]",NA,NA,"51","1980","[Order] Takhtajanodoxales","[Genus] Takhtajanodoxa","34E47FC3-E139-41E8-8F35-F871B1EEFF47",NA,NA,"Zhilin S. G. ","Sistematika i evoljutsija vysshikh rastenij",NA,NA,NA,NA,NA,NA
"Takhtajanodoxales","Order","Snigirevskaya N. S. ","Takhtajanodoxa Snig. – novoe zveno v evoljutsii plaunovidnykh [Takhtajanodoxa Snig. – a new link in the evolution of lycopods] [1980/9]",NA,NA,"51","1980","[Class] Isoetopsida","[Genus] Takhtajanodoxa","8602480B-25DD-48A4-A14E-6F710D4E6EB2",NA,NA,"Zhilin S. G. ","Sistematika i evoljutsija vysshikh rastenij",NA,NA,NA,NA,NA,NA
"Tamaricaceae","Family",NA,"Not defined (in editing)",NA,NA,"Enum. Hort. Berol. Alt. 1: 291. 1821",NA,"[Order] Caryophyllales","[Genus] Tamarix","86FD7DC7-2CA6-4959-AF9C-6C8D79B36EBC","Yes","Tamariscinae",NA,NA,NA,"Link J. H. F. ",NA,NA,NA,NA
"Tancreaceae","Family","Němejc F. ","Paleobotanika [1963/7]",NA,NA,"158","1963","[Phylum] Sphenophyllophyta","[Genus] Tancrea","12E8EED6-7943-434B-A333-00B4A061570B",NA,NA,"Němejc F. ","Paleobotanika","2",NA,NA,NA,NA,NA
"Tannuolaiaceae","Family","Vologdin A. G. ","Ob ostatkakh sifonej iz nizhnego kembrija khrebta Tannu-ola (Tuva) [On the remains of siphoneas from the Lower Cambrian of Tannu-ola ridge (Tuva)] [1967/6]","Doklady Akademii Nauk SSSR","4","953","1967","[Unranked] Algae","[Genus] Tannuolaia","6FF94793-EB81-49EA-9478-B54BAA3423D8",NA,"Tannuolaiidae",NA,NA,"174",NA,NA,NA,NA,NA
"Tasmanitaceae","Family","Sommer F. W. ","South American Paleozoic sporomorphae without haptotypic structures [1956/5]","Micropaleontology","2","180","1956","[Order] Pterospermatales","[Genus] Tasmanites","8E44CDE2-BA9C-4140-A0BF-60E2F58B40F4",NA,"Tasmanaceae",NA,NA,"2",NA,NA,NA,NA,NA
"Tasmanitales","Order","Mädler K. ","Die figurierten organischen Bestandteile der Posidonienschiefer [1963/12]","Beihefte zum Geologischen Jahrbuch",NA,"317","1963","[Class] Halosphaerophyceae","[Genus] Tasmanites","033E583C-9C86-42DF-97EB-FE10F8C720C2",NA,"Tasmanales",NA,NA,"58",NA,NA,NA,NA,NA
"Tasmanitales","Order","Sommer F. W. ","Controvérsias sistemáticas acêrca do gênero Tasmanites [1960/12]","Anais da Academia Brasileira de Ciências","3-4","xv","1960","[Phylum] Chlorococcophyta","[Genus] Tasmanites","602E09CA-C5E4-9837-29E7-CF70ED089FF5",NA,"Tasmanales",NA,NA,"32",NA,NA,NA,NA,NA
"Taxaceae","Family","Gray S. F. ","A natural arrangement of British plants [1822/1]",NA,NA,"222, 226","1822","[Order] Taxales","[Genus] Taxus","DFC03124-026C-4605-8FAC-F5853F652F25","Yes",NA,"Gray S. F. ","A natural arrangement of British plants, according to their relations to each other, as pointed out by Jussieu, De Candolle, Brown, & c. including those cultivated for use; with an introduction to botany, in which the terms newly introduced are explained; illustrated by figures.","2",NA,NA,NA,NA,NA
"Taxales","Order",NA,"Not defined (in editing)",NA,NA,"470",NA,"[Subclass] Taxidae","[Genus] Taxus","1B204BD3-6245-4006-8044-35D2A10898E5","Yes","Taxineae",NA,NA,NA,NA,NA,NA,NA,NA
"Taxidae","Subclass",NA,"Not defined (in editing)",NA,NA,"246",NA,"[Class] Pinopsida","[Genus] Taxus","7A1D23FE-CC55-469B-AE58-337EBEAEFC80","Yes","Taxoideae",NA,NA,NA,NA,NA,NA,NA,NA
"Taxodiaceae","Family","de Saporta G. ","Études sur la végétation du sud-est de la France à l'époque tertiaire [1865/7]","Annales des Sciences Naturelles","1","44","1865","[Order] Taxodiales","[Genus] Taxodium","2F351B9A-3226-46E0-A01D-6AFF51175559","Yes","Taxodineae",NA,NA,"4",NA,NA,"Series 5",NA,NA
"Taxodiales","Order","Schimper W. ","Traité de Paléontologie Végétale [1870/6]",NA,NA,"309","1870","[Subclass] Cupressidae","[Genus] Taxodium","836FBEFC-4480-463A-96DF-C1C59FF92053","Yes","Taxodiaceae","Schimper W. ","Traité de Paléontologie Végétale","2",NA,"1",NA,NA,NA
"Taxopsida","Class","Lotsy J. P. ","Vorträge über botanische Stammesgeschichte [1909/8]",NA,NA,"773","1909","[Phylum] Pinophyta","[Genus] Taxus","445A5C94-3AF5-4D3B-8D0E-E090BDD083B1","Yes","Taxales","Lotsy J. P. ","Vorträge über botanische Stammesgeschichte",NA,NA,NA,NA,NA,NA
"Tchernoviaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Order] Gondwanostachyales","[Genus] Tchernovia","70909F69-AB9E-E0F7-8A1D-5A09E1E083DD",NA,NA,NA,NA,NA,"Meyen S. V. ",NA,NA,NA,NA
"Tectariaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Order] Pteridales",NA,"8557FADC-0A00-43E2-9851-44509CFDEFF2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tectocharaceae","Family","Mädler K. Staesche U. ","Fossile Charophyten aus dem Känozoikum (Tertiär und Quartär) der Türkei (Känozoikum und Braunkohlen der Türkei, 19.) [1980/1]","Geologisches Jahrbuch","33","103","1980","[Order] Charales","[Genus] Tectochara","F08B1D35-C46A-4FF3-9F4E-7021AEC9E44F",NA,NA,NA,NA,NA,NA,NA,"1979",NA,NA
"Tectocharoideae","Subfamily","Mädler K. Staesche U. ","Fossile Charophyten aus dem Känozoikum (Tertiär und Quartär) der Türkei (Känozoikum und Braunkohlen der Türkei, 19.) [1980/1]","Geologisches Jahrbuch","33","105","1980","[Family] Tectocharaceae","[Genus] Tectochara","32BDDA27-5B68-4699-9E33-988434A619D5",NA,"Tectochareae",NA,NA,NA,NA,NA,"1979",NA,NA
"Telastromataceae","Family","Vologdin A. G. ","Drevnejshie vodorosli SSSR [Ancient Algae of the USSR] [1962/11]",NA,NA,"241","1962","[Regnum] Prokaryota","[Genus] Telastroma","656EF28D-2F6A-8DA2-0D3D-57BDCBCF36B8",NA,NA,"Vologdin A. G. ","Drevnejshie vodorosli SSSR [Ancient Algae of the USSR]",NA,NA,NA,NA,NA,NA
"Tempskyaceae","Family","Martínez L. C. A. Olivo M. S. ","Tempskya in the Valanginian of South America (Mulichinco Formation, Neuquén Basin, Argentina) — systematics, palaeoclimatology and palaeoecology [2015/4]","Review of Palaeobotany and Palynology",NA,"119","2015",NA,"[Genus] Tempskya","5C39F291-1875-C786-7213-F091AF801A96",NA,NA,NA,NA,"219","Read C. B. Brown R. W. ",NA,NA,NA,"Arborescent fernswith false trunks composed of a threedimensional network of stems embedded in a matrix of adventitious roots without any particular arrangement, together forming a solid and compact trunk. Stems amphiphloic solenosteles,with a parenchymatous and/or sclerenchymatous pith, an inner endodermis, inner phloem, xylem, outer phloem, outer endodermis, parenchymatic cortex and an epidermis with hairs. Petioles with a single V- or Ushaped vascular strand. Roots adventitious, diarch, with an inner sclerenchymatous and an outer parenchymatous cortex; some roots with outer aerenchyma chambers. Leptosporangiate; sporangia in sori, with an elongated stalk and a vertical annulus; spores trilete."
"Tempskyaceae","Family","Reed C. F. ","The phylogeny and ontogeny of the Pteropsida. I. Schizaeales [1948/5]","Boletim da Sociedade Broteriana",NA,"109","1948","[Order] Schizaeales","[Genus] Tempskya","87DCB218-1CE7-A5CD-24B3-C525141C1B0D",NA,NA,NA,NA,"21","Read C. B. Brown R. W. ",NA,"Ser. 2",NA,NA
"Ternstroemiaceae","Family",NA,"Not defined (in editing)",NA,NA,"Essai Propr. Méd. ed. 2: 203. 1816",NA,"[Order] Ternstroemiales","[Genus] Ternstroemia","3FDAC8DF-4C2A-492D-925E-64F351EB48CF","Yes",NA,NA,NA,NA,"De Candolle A. P. ",NA,NA,NA,NA
"Ternstroemiales","Order","von Martius C. ","Conspectus Regni Vegetabilis [1835/10]",NA,NA,"52","1835","[Class] Magnoliopsida","[Genus] Ternstroemia","4537EF00-EDDA-4960-BD9B-99D9F6CC427B","Yes","Ternströmiaceae","von Martius C. ","Conspectus Regni Vegetabilis",NA,NA,NA,NA,NA,NA
"Terquemelleae","Tribe","Maslov V. P. ","O novykh formakh tretichnykh vodoroslej [1955/7]","Doklady Akademii Nauk SSSR","1","145","1955","[Family] Dasycladaceae",NA,"EF81B3DB-C3E9-4173-ABC2-662EDF34B2D0",NA,NA,NA,NA,"103",NA,NA,NA,NA,NA
"Tessellariaceae","Family","von Eichwald K. ","Flora grauvakkovoj, gornoizvestkovoj i medistoslantsevatoj formatsij Rossii [1854/5]",NA,NA,"172","1854","[Order] Nilssoniales","[Genus] Tessellaria","90F624BC-DCDB-4AA6-ABB2-F0CA3671E391",NA,"Tessellarieae","von Eichwald K. ","Paleontologiya Rossii","Drevnij Period",NA,"1",NA,NA,NA
"Tetracentraceae","Family",NA,"Not defined (in editing)",NA,NA,"135",NA,"[Order] Trochodendrales","[Genus] Tetracentron","83A04DCF-8E4C-4E27-BF88-7B5166C8D4F3","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetradeae","Unranked","Mürriger F. Pflug H. D. ","Über eine palynologische Untersuchung des Braunkohlenlagers der Grube Emma bei Marxheim (Untermaingebiet) [1952/1]","Notizblatt des Hessischen Landesamtes für Bodenforschung zu Wiesbaden","3","58","1952",NA,NA,"2CA986A5-3CA9-4E75-B560-C2EC30B69BBE",NA,NA,NA,NA,NA,NA,NA,"6",NA,NA
"Tetradodites","Subturma","Krutzsch W. ","Zur Kenntnis fossiler disperser Tetradenpollen [1970/11]","Paläontologische Abhandlungen","3-4","400","1970",NA,NA,"50539669-11A6-D28B-AF42-6BBFE2C55F3B",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA
"Tetradosporodites","Subturma","Krutzsch W. ","Zur Kenntnis fossiler disperser Tetradenpollen [1970/11]","Paläontologische Abhandlungen","3-4","400","1970",NA,NA,"4B855AE3-6532-513F-8B88-5BE5EDB3CEF6",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA
"Tetrameristaceae","Family",NA,"Not defined (in editing)",NA,NA,"Hutchinson, Fam. Fl. Pl. ed. 2: 277. 1959",NA,"[Order] Marcgraviales",NA,"765F2705-9FD4-94C5-FEA7-4B58F1C885D2","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetrastichiaceae","Family","Němejc F. ","Paleobotanika [1968/7]",NA,NA,"62-63","1968","[Order] Tetrastichiales",NA,"E64CB10C-9415-41B0-A55A-A286C592AA8E",NA,NA,"Němejc F. ","Paleobotanika","3",NA,NA,NA,NA,NA
"Tetrastichiaceae","Family","Němejc F. ","The natural systematic of plants in the light of the present palaeontological documents [1950/12]","Sborník Národního Muzea v Praze","3","82","1950",NA,"[Genus] Tetrastichia","F56E7DD6-0C48-4D63-1ECB-AAD537016E21",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA
"Tetrastichiales","Order","Němejc F. ","Paleobotanika [1968/7]",NA,NA,"62","1968",NA,NA,"0F457F3B-18BC-4295-8F06-6B8E1D60EE18",NA,NA,"Němejc F. ","Paleobotanika","3",NA,NA,NA,NA,NA
"Teutloporellinae","Subtribe","Bassoullet J.-P. Bernier P. Deloffre R. Génot P. Jaffrezo M. Vachard D. ","Essai de classification des Dasycladales en tribus [1979/12]","Bulletin des Centres de Recherches Exploration-Production Elf-Aquitaine","2","433","1979","[Family] Dasycladaceae","[Genus] Teutloporella","1CC16A71-D99F-1753-4069-376B4D298766",NA,NA,NA,NA,"3",NA,NA,NA,NA,NA
"Teutloporelloideae","Subfamily","von Pia J. ","Neue Studien über die triadischen Siphoneae verticillatae [1912/1]","Beiträge zur Paläontologie und Geologie Österreich-Ungarns und des Orients","25","54","1912","[Family] Dasycladaceae","[Genus] Teutloporella","C7997A9C-A04E-4FF1-AE80-9859708135DF",NA,"Teutloporellinae",NA,NA,NA,NA,NA,NA,NA,NA
"Thallomiales","Order","Koidzumi G. ","Shokubutsu kaino keitoteki kyushi shitekihatten [1939/10]","Acta Phytotaxonomica et Geobotanica","3","177","1939","[Phylum] Marchantiophyta","[Genus] Thallomia","17831506-6D92-1B7B-365E-092E1ABD641A",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA
"Thamnopterideae","Tribe","Ogura Y. ","Anatomie der Vegetationsorgane der Pteridophyten [1938/5]",NA,NA,"314","1938",NA,"[Genus] Thamnopteris","ECD95155-9D88-4A4E-B931-C0014A65BA37",NA,NA,"Linsbauer K. ","Handbuch der Pflanzenanatomie","Abtheilung II, 7",NA,"2",NA,NA,NA
"Theaceae","Family",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Order] Theales","[Genus] Thea","2C57D464-5833-4012-BD9B-FB77015D705E","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Theales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"219","1819","[Class] Magnoliopsida","[Genus] Thea","D230341E-1E77-4664-A4BE-89AB80ED0A70","Yes","Theaceae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Thelypteridaceae","Family",NA,"Not defined (in editing)",NA,NA,"Webbia 24: 709. 1970",NA,"[Order] Thelypteridales","[Genus] Thelypteris","4CAEA167-CFB6-47D0-9EF2-1D8E9C501FF9","Yes",NA,NA,NA,NA,"Pichi-Sermolli R. E. G. ",NA,NA,NA,NA
"Thelypteridales","Order","Doweld A. B. ","Prosyllabus Tracheophytorum [2001/12]",NA,NA,"xi","2001","[Class] Pteridopsida","[Genus] Thelypteris","144AF62A-76DB-432D-8A56-F72E4CD1DAC2","Yes",NA,"Doweld A. B. ","Prosyllabus Tracheophytorum",NA,NA,NA,NA,NA,NA
"Thursophytaceae","Family","Koidzumi G. ","Shokubutsu chirigaku no sinpo [1934/1]","Shokubutsu oyobi dōbutsu",NA,"310","1934","[Order] Asteroxylales","[Genus] Thursophyton","2378DFF6-6243-487D-AA0C-F18229485268",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA
"Thursophytaceae","Family","Koidzumi G. ","Komatsuba ranko [1943/3]","Acta Phytotaxonomica et Geobotanica","1","66","1943","[Order] Thursophytales","[Genus] Thursophyton","572224C6-9FAB-42AF-B110-14CB440F703B",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
"Thursophytales","Order","Koidzumi G. ","Shokubutsu kaino keitoteki kyushi shitekihatten [1939/3]","Acta Phytotaxonomica et Geobotanica","1","4","1939","[Phylum] Asteroxylophyta","[Genus] Thursophyton","05068AEB-8732-4553-B0B7-DC5358ED3901",NA,"Thurthophytales",NA,NA,"8",NA,NA,NA,NA,NA
"Thursophytales","Order","Koidzumi G. ","Komatsuba ranko [1943/3]","Acta Phytotaxonomica et Geobotanica","1","55","1943","[Order] Asteroxylales","[Genus] Thursophyton","07678FF3-B679-4D00-B7AA-3FBEB1818F16",NA,NA,NA,NA,"12",NA,NA,NA,NA,NA
"Thymelaeaceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"76","1789","[Order] Thymelaeales",NA,"16113429-F825-4A56-B7F4-B7923670CBED","Yes","Thymelaeae","de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Thymelaeales","Order","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin aneb Rostlinář [1819/10]",NA,NA,"234","1819","[Class] Magnoliopsida",NA,"FD4EA731-A295-4FE3-A9B8-B79066E8984C","Yes","Thymeleae","von Berchtold F. Presl J. S. ","O Přirozenosti rostlin, aneb Rostlinář","Oddělení 1",NA,NA,NA,NA,NA
"Thyrsoporellaceae","Family","Granier B. Dias-Brito D. Bucur I. I. Tibana P. ","Brasiliporella, a new mid-Cretaceous dasycladacean genus: the earliest record of the tribe Batophoreae [2012/6]","Facies","1","217","2012","[Order] Dasycladales","[Genus] Thyrsoporella","1310D7A6-7E7A-71D3-DFFB-21FAA655BD28",NA,NA,NA,NA,"59",NA,NA,"2013",NA,NA
"Thyrsoporelleae","Tribe","von Pia J. ","Thallophyta [1927/11]",NA,NA,"77","1927","[Family] Neomeridaceae","[Genus] Thyrsoporella","F3B39C92-764D-4A8D-93F8-66F64EFBB8A1",NA,NA,"Hirmer M. ","Handbuch der Paläobotanik","1",NA,NA,NA,NA,NA
"Thyrsopteridaceae","Family",NA,"Not defined (in editing)",NA,NA,"22, 138",NA,"[Class] Pteridopsida","[Genus] Thyrsopteris","54C5FF53-F9DE-4126-8D83-0D0A8D012E90","Yes","Thyrsopterideae",NA,NA,NA,NA,NA,NA,NA,NA
"Thyrsopteridales","Order",NA,"Not defined (in editing)",NA,NA,NA,NA,"[Class] Pteridopsida","[Genus] Thyrsopteris","3165ED6B-CAB5-F2EB-94ED-4E061724A3EB","Yes",NA,NA,NA,NA,"Doweld A. B. ",NA,NA,NA,NA
"Thysanoplantaceae","Family","Vologdin A. G. Titorenko T. N. ","Proterozojskie vodorosli s reki Kurtun, Yugo-Zapadnoe Pribajkalie [1966/2]","Doklady Akademii Nauk SSSR","6","1438","1966","[Regnum] Prokaryota","[Genus] Thysanoplanta","B96416F8-DDEC-4DAD-98F8-4B56EC156DA8",NA,NA,NA,NA,"166",NA,NA,NA,NA,NA
"Tieteaceae","Family","Němejc F. ","Paleobotanika [1963/7]",NA,NA,"416","1963",NA,NA,"A2E7A37E-2A9F-47BD-95BE-858F600A769F",NA,NA,"Němejc F. ","Paleobotanika","2",NA,NA,NA,NA,NA
"Tiliaceae","Family","de Jussieu A. L. ","Genera Plantarum [1789/8]",NA,NA,"289","1789","[Order] Malvales","[Genus] Tilia","89449FCA-7DDD-4796-907C-FDD756E5FD29","Yes",NA,"de Jussieu A. L. ","Genera Plantarum",NA,NA,NA,NA,NA,NA
"Timanellaceae","Family","Vologdin A. G. Kochetkov O. S. ","Ob otkrytii ostatkov gigantskikh sifonej v drevnikh slojakh Timanskogo krjazha [1966/7]","Doklady Akademii Nauk SSSR","3","673","1966","[Unranked] Algae","[Genus] Timanella","450A6C60-CCCA-4E69-AD92-43A31D8D70D3",NA,"Timanollaceae",NA,NA,"169",NA,NA,NA,NA,NA
"Tingiaceae","Family","Kon'no E. ","On genera Tingia and Tingiostachya from the Lower Permian and the Permo-Triassic Beds in Northern Korea [1929/3]","Japanese Journal of Geology and Geography","3-4","138, 133","1929","[Order] Tingiales","[Genus] Tingia","474B2AD1-D04E-8FBE-C611-6030CDB588ED",NA,NA,NA,NA,"6",NA,NA,NA,NA,NA
"Tingiaceae","Family","Halle T. G. ","Palaeozoic plants from Central Shansi [1927/11]","Palaeontologia Sinica","1","239","1927","[Order] Tingiales","[Genus] Tingia","D8781F76-BDFD-5EC9-26BA-CFDADD75EB85",NA,NA,NA,NA,"2",NA,NA,NA,NA,NA
"Tingiales","Order","Koidzumi G. ","Shokubutsu kaino keitoteki kyushi shitekihatten [1939/3]","Acta Phytotaxonomica et Geobotanica","1","4","1939","[Class] Tingiopsida","[Genus] Tingia","2ED30122-9B24-0FB3-DEA7-904347AEF729",NA,NA,NA,NA,"8",NA,NA,NA,NA,NA
"Tingiales","Order","Zimmermann W. M. ","Die Phylogenie der Pflanzen [1959/10]",NA,NA,"246","1959","[Class] Tingiopsida","[Genus] Tingia","4A389AA5-738F-4FFF-8FAB-5AE1D9E96B19",NA,NA,"Zimmermann W. M. ","Die Phylogenie der Pflanzen",NA,NA,NA,NA,"2",NA
"Tingiidae","Subclass","Pichi-Sermolli R. E. G. ","The higher taxa of the Pteridophyta and their classification [1958/7]","Uppsala Universitets Årsskrift","6","77","1958",NA,"[Genus] Tingia","45861838-5096-4525-8F25-65846B823AA5",NA,NA,NA,NA,NA,NA,NA,"1958",NA,NA
"Tingiopsida","Class","Koso-Poljansky B. M. ","K modernizatsii sistemy rastitel'nogo mira [1949]","Trudy Voronezhskogo Gosudarstvennogo Universiteta",NA,"81, 86","1949",NA,"[Genus] Tingia","15F253F0-4F46-4E7C-BD53-EF6FDDBCA569",NA,"Tingiinae",NA,NA,"15",NA,NA,NA,NA,NA
"Tmesipteridaceae","Family","Nakai T. ","Chosakuronbun Mokuroku [1943/7]",NA,NA,"206","1943","[Order] Psilotales","[Genus] Tmesipteris","84A57AD4-0D8D-91D7-E49C-C93BF839E720","Yes",NA,"Nakai T. ","Nakai Kyoju Chosakuronbun Mokuroku narabini Kyouju no Kenkyuhappyo ni yoru Shokubutsu Shin-genmein Shin shokubutumei oyobi Shingakumei So-sakuin",NA,NA,NA,NA,NA,NA
"Tomentulaceae","Family","Korde K. B. ","Vodorosli kembrija [1973/11]","Trudy Paleontologicheskogo Instituta Akademii Nauk SSSR",NA,"147","1973",NA,"[Genus] Tomentula","A8269565-CC72-4C78-BA7F-9D3D3BEEB606",NA,NA,NA,NA,"139",NA,NA,NA,NA,NA
